sku,data_venda,venda
378,2024-03-05,43
4990,2024-03-02,37
4990,2024-03-07,23
1935,2024-03-15,24
4990,2024-03-11,14
4990,2024-03-04,13
525,2024-03-12,30
3983,2024-04-05,21
1935,2024-03-17,22
378,2024-03-16,111
1935,2024-03-16,29
4119,2024-03-18,20
378,2024-03-30,88
268,2024-03-11,89
4119,2024-03-11,27
4923,2024-03-10,15
4990,2024-02-27,12
268,2024-03-19,69
268,2024-03-28,106
4119,2024-03-06,33
5121,2024-03-16,20
1594,2024-03-15,27
1594,2024-03-30,36
1935,2024-03-12,20
268,2024-02-29,89
4119,2024-03-26,17
525,2024-04-06,44
378,2024-03-23,73
4923,2024-03-17,11
1594,2024-03-25,19
1935,2024-02-24,66
268,2024-04-07,89
4119,2024-02-24,43
4990,2024-03-01,29
525,2024-03-01,38
525,2024-04-04,16
4119,2024-03-19,15
1935,2024-03-27,17
1935,2024-03-06,36
268,2024-04-04,93
268,2024-03-22,73
1594,2024-02-28,14
268,2024-03-10,105
4119,2024-03-21,20
1935,2024-03-05,43
378,2024-03-09,97
268,2024-03-20,74
525,2024-04-03,19
378,2024-04-05,62
5121,2024-02-26,10
1594,2024-03-04,16
2184,2024-04-06,87
4990,2024-04-05,20
3724,2024-03-08,16
4119,2024-03-12,28
2184,2024-04-04,30
4990,2024-03-16,29
378,2024-04-04,52
525,2024-02-29,32
2184,2024-03-16,34
2184,2024-03-25,39
3724,2024-02-24,14
525,2024-03-03,39
1594,2024-04-06,51
268,2024-04-03,83
1935,2024-03-23,22
1746,2024-03-02,10
5121,2024-03-08,15
525,2024-03-16,59
5121,2024-03-23,18
378,2024-02-26,48
1935,2024-03-22,20
1594,2024-03-12,21
1935,2024-02-26,25
5221,2024-03-10,15
378,2024-04-02,45
4923,2024-03-20,12
1594,2024-03-22,22
1935,2024-03-01,60
1746,2024-02-24,10
4119,2024-03-01,26
4990,2024-03-29,12
268,2024-04-05,118
4119,2024-03-04,25
4923,2024-03-28,31
1935,2024-04-08,20
4990,2024-03-08,28
525,2024-03-25,26
3983,2024-04-08,15
4990,2024-04-04,14
2184,2024-03-28,52
378,2024-03-01,36
268,2024-03-13,108
4119,2024-03-08,27
268,2024-03-25,71
2184,2024-03-14,11
378,2024-03-24,35
4119,2024-03-22,13
4119,2024-02-25,22
4119,2024-03-16,52
4119,2024-03-24,15
2184,2024-04-05,39
4119,2024-03-31,12
268,2024-02-26,76
1594,2024-02-25,16
378,2024-02-29,40
1594,2024-03-09,28
268,2024-02-27,61
4119,2024-04-04,17
268,2024-03-03,104
378,2024-03-11,51
4119,2024-03-25,17
4923,2024-03-08,16
4119,2024-02-26,12
1594,2024-02-26,12
5121,2024-03-22,15
4990,2024-03-30,14
1935,2024-03-07,39
525,2024-03-29,20
2184,2024-03-30,58
378,2024-03-03,44
378,2024-04-08,47
1397,2024-03-21,18
5221,2024-03-24,10
4119,2024-04-02,16
4990,2024-03-06,20
1746,2024-03-23,13
5221,2024-03-22,14
268,2024-03-04,77
378,2024-03-07,56
2184,2024-03-19,17
268,2024-03-18,87
4119,2024-03-23,38
4990,2024-03-19,17
1935,2024-03-30,39
4923,2024-03-23,19
378,2024-03-28,57
525,2024-03-17,27
268,2024-03-06,89
4119,2024-03-17,17
378,2024-03-19,37
1746,2024-03-09,11
1594,2024-02-24,25
4923,2024-03-29,10
2184,2024-03-31,16
3724,2024-03-02,20
4119,2024-04-05,20
4119,2024-04-07,15
4119,2024-03-20,15
5414,2024-04-05,12
4119,2024-04-03,11
4119,2024-03-05,20
5121,2024-03-02,22
4990,2024-02-24,22
4119,2024-03-10,29
268,2024-04-08,78
1935,2024-03-02,49
525,2024-02-24,40
525,2024-02-26,24
4990,2024-04-06,25
4990,2024-03-13,15
378,2024-04-01,46
4923,2024-04-04,17
268,2024-03-31,49
1594,2024-03-11,10
4119,2024-03-14,26
3724,2024-03-09,14
2184,2024-03-24,52
1594,2024-03-02,34
4990,2024-03-23,24
4119,2024-03-15,31
1594,2024-03-23,33
1935,2024-03-14,29
4990,2024-04-07,10
5221,2024-03-16,24
3983,2024-04-06,28
378,2024-02-27,54
4923,2024-03-02,18
525,2024-03-19,31
4923,2024-03-09,30
378,2024-03-12,35
3983,2024-04-04,18
1746,2024-03-07,10
525,2024-03-30,32
4119,2024-02-29,25
268,2024-04-01,68
378,2024-03-15,54
525,2024-03-06,36
525,2024-03-09,53
5121,2024-03-01,12
378,2024-03-17,49
1935,2024-03-21,16
2184,2024-03-20,21
2184,2024-04-08,28
378,2024-03-20,47
378,2024-03-22,40
378,2024-04-06,112
1935,2024-02-28,36
4923,2024-03-18,10
4923,2024-04-02,10
5121,2024-02-24,18
4923,2024-04-07,17
2184,2024-03-21,36
4923,2024-03-16,29
1594,2024-02-29,15
525,2024-04-01,12
1594,2024-04-07,23
4990,2024-03-09,33
525,2024-03-27,15
5121,2024-03-06,11
378,2024-04-03,40
1935,2024-04-05,20
378,2024-03-26,34
4990,2024-03-28,12
5121,2024-03-15,13
5121,2024-03-29,10
5121,2024-04-06,16
525,2024-03-20,35
326,2024-03-07,12
525,2024-03-08,32
4119,2024-03-27,20
4119,2024-04-08,15
1594,2024-03-05,13
1935,2024-02-29,31
1594,2024-03-27,23
5121,2024-03-30,14
378,2024-04-07,69
1594,2024-04-02,21
3983,2024-04-07,24
525,2024-03-28,17
1935,2024-03-08,42
525,2024-03-04,11
5121,2024-03-09,21
5121,2024-03-14,13
4923,2024-03-24,20
4990,2024-03-12,19
525,2024-02-27,18
4923,2024-03-14,16
4990,2024-03-24,15
3983,2024-03-23,20
5121,2024-04-07,10
525,2024-03-10,35
525,2024-03-23,42
2184,2024-04-03,37
1594,2024-03-10,21
2184,2024-03-29,30
525,2024-04-02,19
4119,2024-03-02,43
1935,2024-03-26,13
4119,2024-02-28,18
3983,2024-03-27,11
4923,2024-03-30,23
5121,2024-03-17,14
378,2024-03-21,43
1935,2024-02-27,37
378,2024-03-25,27
5121,2024-02-29,14
5121,2024-03-03,13
5221,2024-03-21,16
378,2024-02-24,67
525,2024-03-18,27
4923,2024-03-12,12
3983,2024-03-24,17
378,2024-03-13,43
525,2024-03-14,24
1594,2024-03-29,14
1594,2024-03-19,15
1935,2024-03-10,35
1594,2024-03-21,11
5221,2024-03-28,11
4923,2024-03-22,22
2184,2024-03-17,25
4923,2024-03-25,11
1594,2024-03-07,15
4990,2024-02-29,16
4990,2024-03-05,19
2184,2024-04-02,24
4119,2024-02-27,16
2184,2024-03-15,20
1935,2024-03-20,11
1594,2024-03-16,26
1397,2024-03-16,11
1594,2024-04-08,20
525,2024-02-25,25
3724,2024-03-03,10
4923,2024-04-05,22
378,2024-03-18,38
1935,2024-03-04,33
4923,2024-04-06,31
1935,2024-03-13,24
3983,2024-04-02,11
1397,2024-02-24,10
1594,2024-04-04,16
4119,2024-03-03,29
3983,2024-04-03,14
4923,2024-03-15,16
4923,2024-03-07,13
4990,2024-03-10,21
1935,2024-03-11,21
5221,2024-03-09,11
4119,2024-03-30,19
4923,2024-03-11,15
5221,2024-03-25,12
4990,2024-03-26,11
1935,2024-04-04,22
4990,2024-02-25,19
1594,2024-03-03,12
3724,2024-03-16,10
1594,2024-03-24,18
3983,2024-03-26,14
4990,2024-03-20,12
4990,2024-03-03,24
326,2024-03-01,15
525,2024-03-26,17
5414,2024-04-07,10
2184,2024-04-07,47
4923,2024-03-26,11
5414,2024-04-08,11
1935,2024-04-06,21
4923,2024-03-04,13
4990,2024-03-17,12
525,2024-04-08,14
5221,2024-04-06,12
4923,2024-03-27,12
4990,2024-03-22,14
1935,2024-03-28,20
525,2024-03-05,17
4119,2024-03-13,25
525,2024-03-31,17
525,2024-03-11,18
1935,2024-03-29,11
2184,2024-03-18,11
4990,2024-03-27,10
1594,2024-02-27,14
525,2024-03-24,12
4119,2024-03-07,36
4990,2024-03-21,16
4923,2024-04-03,14
378,2024-03-29,25
326,2024-03-06,11
5221,2024-03-23,11
115,2024-03-07,14
525,2024-04-07,23
4119,2024-03-28,18
4923,2024-03-19,14
5221,2024-03-30,15
1594,2024-04-05,21
4119,2024-03-29,16
4990,2024-04-02,12
5221,2024-03-08,12
1594,2024-03-28,19
1594,2024-03-26,17
1594,2024-04-03,17
5414,2024-04-06,11
1935,2024-04-03,17
5121,2024-03-07,13
326,2024-02-28,13
1935,2024-03-18,11
1935,2024-04-01,11
1594,2024-03-17,13
3906,2024-03-15,13
1935,2024-04-07,17
3724,2024-03-01,14
5121,2024-04-05,10
3040,2024-02-17,52
3838,2024-02-17,86
918,2024-02-17,12
2998,2024-02-17,12
3331,2024-02-17,10
2425,2024-03-21,10
1123,2024-02-17,81
1371,2024-02-17,10
2696,2024-02-17,10
3213,2024-02-17,25
5243,2024-02-17,32
2928,2024-02-17,17
4192,2024-02-17,28
2832,2024-02-17,13
1814,2024-02-17,26
5294,2024-02-17,11
3965,2024-02-17,16
554,2024-02-17,19
4493,2024-02-17,14
5190,2024-02-17,12
2598,2024-02-17,41
3000,2024-02-17,12
4592,2024-02-17,44
5354,2024-02-17,24
3299,2024-02-17,18
4343,2024-02-17,12
3037,2024-02-17,10
3649,2024-02-17,54
195,2024-02-17,11
263,2024-02-17,36
2461,2024-02-17,15
4524,2024-02-17,15
46,2024-02-17,47
4594,2024-02-17,25
3056,2024-02-17,118
5078,2024-02-17,28
4589,2024-02-17,25
780,2024-02-17,18
1017,2024-02-17,17
137,2024-02-17,37
401,2024-02-17,11
2369,2024-02-17,14
3160,2024-02-17,40
4068,2024-02-17,28
2575,2024-02-17,13
3724,2024-02-17,27
268,2024-02-17,148
525,2024-02-17,51
1594,2024-02-17,19
1935,2024-02-17,83
378,2024-02-17,79
1746,2024-02-17,21
4119,2024-02-17,44
3906,2024-02-17,12
5121,2024-02-17,25
408,2024-02-10,21
3040,2024-02-10,27
917,2024-02-10,10
1217,2024-02-10,10
3925,2024-02-10,10
918,2024-02-09,14
3040,2024-02-09,27
408,2024-02-09,14
3452,2024-02-09,10
2998,2024-02-09,13
3040,2024-02-08,13
2998,2024-02-08,11
917,2024-02-08,13
408,2024-02-08,12
918,2024-02-08,10
3040,2024-02-07,29
917,2024-02-07,11
408,2024-02-07,10
3040,2024-02-06,25
918,2024-02-06,15
917,2024-02-16,12
3838,2024-02-16,45
3040,2024-02-16,21
918,2024-02-16,14
3331,2024-02-23,32
3838,2024-02-23,87
3040,2024-02-23,21
2998,2024-02-23,12
1123,2024-02-10,113
3213,2024-02-10,33
1791,2024-02-09,13
1123,2024-02-09,116
3213,2024-02-09,23
1339,2024-02-09,12
1201,2024-02-09,10
1132,2024-02-09,12
3213,2024-02-08,19
1123,2024-02-08,126
1791,2024-02-08,10
1123,2024-02-07,103
3213,2024-02-07,20
1123,2024-02-06,82
3213,2024-02-06,19
1132,2024-02-06,13
1123,2024-02-16,70
5243,2024-02-16,19
3213,2024-02-16,15
1791,2024-02-16,10
1123,2024-02-23,56
5243,2024-02-23,29
2425,2024-02-23,12
5024,2024-02-23,11
3965,2024-02-10,20
2116,2024-02-10,13
554,2024-02-10,20
4192,2024-02-10,30
2832,2024-02-10,19
1814,2024-02-10,21
2928,2024-02-10,22
4192,2024-02-09,18
2928,2024-02-09,17
554,2024-02-09,19
2832,2024-02-09,27
1814,2024-02-09,17
3965,2024-02-09,14
554,2024-02-08,30
3965,2024-02-08,13
2832,2024-02-08,15
4192,2024-02-08,17
2928,2024-02-08,17
2832,2024-02-07,13
1814,2024-02-07,22
4192,2024-02-07,15
3965,2024-02-07,12
554,2024-02-07,18
2928,2024-02-07,17
554,2024-02-06,31
4192,2024-02-06,11
2928,2024-02-06,18
2116,2024-02-06,13
2116,2024-02-16,11
1814,2024-02-16,15
2928,2024-02-16,14
4192,2024-02-16,18
554,2024-02-16,16
5190,2024-02-23,12
1814,2024-02-23,15
4192,2024-02-23,22
2928,2024-02-23,14
5294,2024-02-23,15
5510,2024-02-23,12
554,2024-02-23,17
4493,2024-02-23,20
4592,2024-02-10,27
2598,2024-02-10,44
1480,2024-02-10,14
3299,2024-02-10,15
868,2024-02-10,11
3444,2024-02-10,10
5354,2024-02-10,22
3000,2024-02-09,12
2598,2024-02-09,38
4592,2024-02-09,15
868,2024-02-09,34
3902,2024-02-09,12
2637,2024-02-08,10
2598,2024-02-08,54
1480,2024-02-08,12
868,2024-02-08,23
3000,2024-02-07,11
2598,2024-02-07,43
2598,2024-02-06,38
3000,2024-02-06,13
2598,2024-02-16,39
4592,2024-02-16,23
5354,2024-02-16,15
3000,2024-02-16,11
2598,2024-02-23,29
5354,2024-02-23,22
4592,2024-02-23,26
4343,2024-02-23,11
3649,2024-02-10,56
263,2024-02-10,48
195,2024-02-10,11
2827,2024-02-10,16
3465,2024-02-10,11
4524,2024-02-10,14
2461,2024-02-10,14
3502,2024-02-10,10
263,2024-02-09,60
2461,2024-02-09,18
3649,2024-02-09,37
2827,2024-02-09,21
634,2024-02-09,14
263,2024-02-08,55
634,2024-02-08,13
3649,2024-02-08,51
2827,2024-02-08,18
3008,2024-02-08,10
3502,2024-02-08,12
4524,2024-02-08,10
3649,2024-02-07,42
2511,2024-02-07,10
263,2024-02-07,63
2461,2024-02-07,15
4524,2024-02-07,13
263,2024-02-06,39
2511,2024-02-06,11
3649,2024-02-06,26
2461,2024-02-06,14
634,2024-02-06,12
2827,2024-02-16,15
3649,2024-02-16,36
2461,2024-02-16,11
263,2024-02-16,31
3465,2024-02-16,10
450,2024-02-16,10
263,2024-02-23,28
3649,2024-02-23,24
4703,2024-02-23,13
2461,2024-02-23,10
3056,2024-02-10,84
5078,2024-02-10,48
4589,2024-02-10,30
4594,2024-02-10,18
46,2024-02-10,36
3998,2024-02-10,15
1017,2024-02-10,24
401,2024-02-10,13
137,2024-02-10,25
815,2024-02-09,10
3056,2024-02-09,75
137,2024-02-09,25
780,2024-02-09,19
4589,2024-02-09,21
46,2024-02-09,28
3788,2024-02-09,10
3998,2024-02-09,12
5078,2024-02-09,31
1017,2024-02-09,14
716,2024-02-09,12
3566,2024-02-09,12
845,2024-02-09,10
46,2024-02-08,26
137,2024-02-08,20
3998,2024-02-08,12
3056,2024-02-08,48
4589,2024-02-08,16
815,2024-02-08,11
780,2024-02-08,14
5078,2024-02-08,22
1017,2024-02-08,18
137,2024-02-07,17
4589,2024-02-07,12
5078,2024-02-07,32
46,2024-02-07,29
3056,2024-02-07,28
1017,2024-02-07,13
780,2024-02-07,11
46,2024-02-06,25
815,2024-02-06,12
3056,2024-02-06,23
137,2024-02-06,18
780,2024-02-06,13
5078,2024-02-06,23
3056,2024-02-16,81
137,2024-02-16,21
4589,2024-02-16,12
5078,2024-02-16,23
46,2024-02-16,23
780,2024-02-16,10
4594,2024-02-16,16
1017,2024-02-16,16
4594,2024-02-23,18
1017,2024-02-23,20
3056,2024-02-23,66
780,2024-02-23,10
46,2024-02-23,12
5078,2024-02-23,12
137,2024-02-23,17
4589,2024-02-23,13
2877,2024-02-10,13
3160,2024-02-10,29
4068,2024-02-10,26
1586,2024-02-09,10
2877,2024-02-09,11
2575,2024-02-09,12
1706,2024-02-09,10
3160,2024-02-09,20
4068,2024-02-09,23
2877,2024-02-08,13
4068,2024-02-08,13
1586,2024-02-08,10
2575,2024-02-08,20
3160,2024-02-08,25
2575,2024-02-07,17
4068,2024-02-07,19
3160,2024-02-07,14
4068,2024-02-06,13
2575,2024-02-06,30
3160,2024-02-06,12
3160,2024-02-16,28
4068,2024-02-16,26
3160,2024-02-23,27
4068,2024-02-23,25
268,2024-02-10,129
1935,2024-02-10,102
525,2024-02-10,65
378,2024-02-10,74
4119,2024-02-10,31
1594,2024-02-10,16
3724,2024-02-10,24
5121,2024-02-10,25
1746,2024-02-10,13
326,2024-02-10,11
1594,2024-02-09,15
1935,2024-02-09,91
5121,2024-02-09,16
4119,2024-02-09,16
378,2024-02-09,73
3724,2024-02-09,23
268,2024-02-09,109
326,2024-02-09,11
1746,2024-02-09,17
3906,2024-02-09,15
525,2024-02-09,50
399,2024-02-09,10
268,2024-02-08,87
378,2024-02-08,67
525,2024-02-08,45
3724,2024-02-08,29
1935,2024-02-08,71
326,2024-02-08,14
4119,2024-02-08,23
1594,2024-02-08,14
5121,2024-02-08,20
1746,2024-02-08,12
1935,2024-02-07,81
5121,2024-02-07,12
378,2024-02-07,59
525,2024-02-07,33
268,2024-02-07,103
4119,2024-02-07,25
1594,2024-02-07,17
3906,2024-02-07,11
3724,2024-02-07,19
1746,2024-02-07,15
1935,2024-02-06,66
1594,2024-02-06,12
4119,2024-02-06,13
268,2024-02-06,85
525,2024-02-06,41
378,2024-02-06,66
2353,2024-02-06,15
5121,2024-02-06,13
1746,2024-02-06,13
3724,2024-02-06,25
378,2024-02-16,39
268,2024-02-16,103
3724,2024-02-16,18
1935,2024-02-16,54
525,2024-02-16,25
5121,2024-02-16,15
1594,2024-02-16,13
4119,2024-02-16,22
268,2024-02-23,90
378,2024-02-23,45
525,2024-02-23,26
1594,2024-02-23,20
1935,2024-02-23,29
4990,2024-02-23,12
4119,2024-02-23,28
5121,2024-02-23,18
3906,2024-02-23,10
3724,2024-02-23,11
2998,2024-02-12,12
3040,2024-02-12,24
3838,2024-02-12,15
918,2024-02-12,13
917,2024-02-12,11
3040,2024-02-15,19
3838,2024-02-15,26
918,2024-02-15,14
3040,2024-02-22,21
3838,2024-02-22,73
3838,2024-02-14,13
3040,2024-02-14,16
917,2024-02-14,16
917,2024-02-19,13
3838,2024-02-19,46
3040,2024-02-19,27
1269,2024-02-19,10
3838,2024-02-20,43
3040,2024-02-20,14
3213,2024-02-12,19
5243,2024-02-12,11
1123,2024-02-12,76
1123,2024-02-15,50
1791,2024-02-15,10
3213,2024-02-15,15
5243,2024-02-15,12
1123,2024-02-22,72
5243,2024-02-22,25
1123,2024-02-14,53
5243,2024-02-14,13
3213,2024-02-14,12
5243,2024-02-19,22
1123,2024-02-19,63
1123,2024-02-20,44
3213,2024-02-20,11
5243,2024-02-20,13
4192,2024-02-12,21
554,2024-02-12,17
2832,2024-02-12,13
1814,2024-02-12,18
2928,2024-02-12,12
3965,2024-02-12,11
554,2024-02-15,20
2832,2024-02-15,12
3965,2024-02-15,10
4192,2024-02-15,16
1814,2024-02-15,12
5294,2024-02-22,10
554,2024-02-22,15
4192,2024-02-22,18
5190,2024-02-22,10
1814,2024-02-22,15
4493,2024-02-22,20
2928,2024-02-22,11
554,2024-02-14,11
1814,2024-02-14,20
4192,2024-02-14,15
2928,2024-02-14,11
4192,2024-02-19,14
554,2024-02-19,11
2116,2024-02-19,10
1814,2024-02-19,14
4493,2024-02-19,13
4493,2024-02-20,14
5294,2024-02-20,10
4192,2024-02-20,10
2116,2024-02-20,10
2832,2024-02-20,16
554,2024-02-20,11
1814,2024-02-20,16
4592,2024-02-12,19
5354,2024-02-12,16
868,2024-02-12,31
2598,2024-02-12,39
3902,2024-02-12,20
3299,2024-02-12,10
2598,2024-02-15,28
4592,2024-02-15,29
5354,2024-02-15,11
4592,2024-02-22,25
2598,2024-02-22,21
5354,2024-02-22,12
4592,2024-02-14,18
868,2024-02-14,16
2598,2024-02-14,27
5354,2024-02-14,14
4592,2024-02-19,17
2598,2024-02-19,14
5354,2024-02-20,13
4592,2024-02-20,14
2598,2024-02-20,23
2461,2024-02-12,16
3649,2024-02-12,40
2827,2024-02-12,21
263,2024-02-12,49
450,2024-02-12,11
195,2024-02-12,10
634,2024-02-12,14
263,2024-02-15,25
3649,2024-02-15,23
2827,2024-02-15,17
2461,2024-02-15,12
634,2024-02-15,11
2461,2024-02-22,11
263,2024-02-22,22
3649,2024-02-22,11
634,2024-02-22,14
263,2024-02-14,20
634,2024-02-14,15
3649,2024-02-14,27
2827,2024-02-14,15
3649,2024-02-19,17
263,2024-02-19,17
3649,2024-02-20,26
634,2024-02-20,10
263,2024-02-20,16
450,2024-02-20,10
4589,2024-02-12,14
3056,2024-02-12,53
137,2024-02-12,19
4594,2024-02-12,11
46,2024-02-12,23
780,2024-02-12,13
3998,2024-02-12,18
1017,2024-02-12,12
5078,2024-02-12,15
3056,2024-02-15,75
4589,2024-02-15,11
5078,2024-02-15,20
46,2024-02-15,20
137,2024-02-15,19
780,2024-02-15,10
3056,2024-02-22,50
5078,2024-02-22,17
4589,2024-02-22,10
46,2024-02-22,29
137,2024-02-22,23
1017,2024-02-22,16
4589,2024-02-14,15
3056,2024-02-14,67
5078,2024-02-14,18
780,2024-02-14,10
1017,2024-02-14,14
46,2024-02-14,11
4594,2024-02-14,15
137,2024-02-14,22
3056,2024-02-19,77
137,2024-02-19,36
46,2024-02-19,17
1017,2024-02-19,14
3056,2024-02-20,68
4594,2024-02-20,13
1017,2024-02-20,18
137,2024-02-20,33
5078,2024-02-20,14
46,2024-02-20,21
4589,2024-02-20,11
4068,2024-02-12,33
1706,2024-02-12,24
3160,2024-02-12,20
4068,2024-02-15,15
3160,2024-02-15,23
4068,2024-02-22,17
3160,2024-02-22,18
2575,2024-02-14,11
1706,2024-02-14,13
3160,2024-02-14,23
4068,2024-02-14,13
4068,2024-02-19,21
3160,2024-02-19,14
3160,2024-02-20,13
4068,2024-02-20,10
268,2024-02-12,74
525,2024-02-12,38
1935,2024-02-12,64
1594,2024-02-12,10
4119,2024-02-12,20
378,2024-02-12,42
1746,2024-02-12,17
5121,2024-02-12,26
3906,2024-02-12,14
525,2024-02-15,27
3906,2024-02-15,14
268,2024-02-15,76
3724,2024-02-15,10
378,2024-02-15,37
5121,2024-02-15,17
1594,2024-02-15,12
1935,2024-02-15,32
4119,2024-02-15,24
4119,2024-02-22,29
525,2024-02-22,32
268,2024-02-22,65
3724,2024-02-22,11
1935,2024-02-22,49
4990,2024-02-22,14
378,2024-02-22,36
378,2024-02-14,50
268,2024-02-14,63
1935,2024-02-14,57
525,2024-02-14,26
5121,2024-02-14,17
4119,2024-02-14,27
3724,2024-02-14,12
3906,2024-02-14,11
268,2024-02-19,75
378,2024-02-19,32
525,2024-02-19,29
1935,2024-02-19,47
4119,2024-02-19,18
1594,2024-02-19,10
3906,2024-02-19,10
268,2024-02-20,71
1935,2024-02-20,30
378,2024-02-20,39
525,2024-02-20,27
5121,2024-02-20,10
4119,2024-02-20,19
115,2024-02-20,12
3838,2024-02-21,53
3040,2024-02-21,22
3040,2024-02-18,14
3838,2024-02-18,75
3838,2024-02-13,20
1269,2024-02-13,10
918,2024-02-13,10
5243,2024-02-21,12
1123,2024-02-21,37
3213,2024-02-21,10
1123,2024-02-18,48
3213,2024-02-18,19
5243,2024-02-18,33
1791,2024-02-18,10
1123,2024-02-11,42
3213,2024-02-11,15
3213,2024-02-13,10
1123,2024-02-13,46
4192,2024-02-21,17
2928,2024-02-21,16
554,2024-02-21,11
4493,2024-02-21,17
5190,2024-02-21,10
4192,2024-02-18,25
1814,2024-02-18,14
2928,2024-02-18,15
554,2024-02-18,20
2832,2024-02-11,12
4192,2024-02-11,17
2928,2024-02-11,13
554,2024-02-11,10
4192,2024-02-13,14
1814,2024-02-13,11
554,2024-02-13,11
4592,2024-02-21,20
4343,2024-02-21,13
2598,2024-02-21,21
5354,2024-02-21,11
2598,2024-02-18,30
5354,2024-02-18,17
4592,2024-02-18,26
5354,2024-02-11,13
2598,2024-02-11,30
4592,2024-02-11,19
3000,2024-02-11,13
868,2024-02-13,11
4592,2024-02-13,15
2598,2024-02-13,20
3649,2024-02-21,25
263,2024-02-21,19
3649,2024-02-18,27
263,2024-02-18,20
2827,2024-02-18,10
3649,2024-02-11,28
2827,2024-02-11,15
263,2024-02-11,17
3649,2024-02-13,19
263,2024-02-13,20
137,2024-02-21,22
3056,2024-02-21,64
46,2024-02-21,18
1017,2024-02-21,14
5078,2024-02-21,21
1017,2024-02-18,12
3056,2024-02-18,56
4589,2024-02-18,11
137,2024-02-18,14
5078,2024-02-18,29
46,2024-02-18,19
780,2024-02-18,10
3056,2024-02-11,44
5078,2024-02-11,25
137,2024-02-11,21
1017,2024-02-11,13
3998,2024-02-11,10
46,2024-02-11,11
137,2024-02-13,13
46,2024-02-13,13
3056,2024-02-13,56
4589,2024-02-13,12
5078,2024-02-13,14
1017,2024-02-13,10
3160,2024-02-21,31
4068,2024-02-21,24
4068,2024-02-18,21
3160,2024-02-18,19
4068,2024-02-11,19
4068,2024-02-13,12
2575,2024-02-13,10
1594,2024-02-21,13
268,2024-02-21,79
1935,2024-02-21,42
525,2024-02-21,24
378,2024-02-21,22
5121,2024-02-21,11
3906,2024-02-21,10
4119,2024-02-21,20
268,2024-02-18,84
378,2024-02-18,45
1594,2024-02-18,14
3724,2024-02-18,13
525,2024-02-18,28
5121,2024-02-18,10
1935,2024-02-18,38
4119,2024-02-18,17
1746,2024-02-18,16
268,2024-02-11,51
378,2024-02-11,42
3724,2024-02-11,18
1935,2024-02-11,37
1746,2024-02-11,13
2353,2024-02-11,10
4119,2024-02-11,24
5121,2024-02-11,16
3906,2024-02-11,11
525,2024-02-11,30
1935,2024-02-13,36
268,2024-02-13,52
4119,2024-02-13,11
525,2024-02-13,35
378,2024-02-13,25
3724,2024-02-13,10
24,2024-01-14,24
24,2024-01-15,24
24,2024-01-16,23
24,2024-01-17,21
24,2024-01-22,14
24,2024-01-25,16
24,2024-01-26,20
24,2024-01-30,15
24,2024-02-03,12
24,2024-02-05,17
224,2024-01-16,10
224,2024-01-27,13
224,2024-01-30,10
224,2024-02-03,16
492,2024-01-15,30
492,2024-01-16,35
492,2024-01-18,33
492,2024-01-19,42
492,2024-01-20,65
492,2024-01-21,32
492,2024-01-24,35
492,2024-01-27,35
492,2024-01-29,24
492,2024-01-30,34
492,2024-01-31,25
492,2024-02-03,52
505,2024-01-16,10
505,2024-01-17,10
505,2024-01-18,21
505,2024-01-22,11
505,2024-01-26,12
505,2024-01-27,14
505,2024-01-29,12
505,2024-02-01,13
505,2024-02-04,11
595,2024-01-14,31
595,2024-01-15,31
595,2024-01-16,39
595,2024-01-17,32
595,2024-01-19,39
595,2024-01-25,47
595,2024-01-26,39
595,2024-01-29,41
595,2024-01-30,35
595,2024-01-31,34
595,2024-02-01,33
595,2024-02-02,45
595,2024-02-03,57
595,2024-02-04,24
595,2024-02-05,30
830,2024-01-14,18
830,2024-01-16,22
830,2024-01-19,19
830,2024-01-20,25
830,2024-01-26,25
830,2024-01-27,38
830,2024-01-28,17
830,2024-01-29,22
830,2024-02-01,17
830,2024-02-02,27
830,2024-02-03,32
830,2024-02-04,15
835,2024-01-16,26
835,2024-01-17,30
835,2024-01-18,35
835,2024-01-19,31
835,2024-01-20,37
835,2024-01-21,24
835,2024-01-22,23
835,2024-01-25,20
835,2024-01-26,23
835,2024-01-27,39
835,2024-01-28,21
835,2024-01-29,26
835,2024-01-30,33
835,2024-01-31,22
835,2024-02-01,20
835,2024-02-02,23
835,2024-02-03,27
900,2024-01-20,14
900,2024-01-22,14
900,2024-01-23,10
900,2024-01-31,10
900,2024-02-01,10
900,2024-02-03,17
1325,2024-01-16,11
1325,2024-01-20,11
1407,2024-01-15,28
1407,2024-01-16,32
1407,2024-01-17,22
1407,2024-01-20,22
1407,2024-01-23,24
1407,2024-01-27,14
1407,2024-01-31,13
1407,2024-02-03,15
1408,2024-01-15,33
1408,2024-01-17,22
1408,2024-01-19,16
1408,2024-01-20,27
1408,2024-01-22,21
1408,2024-01-27,23
1408,2024-02-01,15
1568,2024-01-25,11
1723,2024-01-15,12
1723,2024-01-16,19
1723,2024-01-18,12
1723,2024-01-26,14
1723,2024-02-03,20
2143,2024-01-19,18
2143,2024-01-26,14
2143,2024-01-27,18
2143,2024-02-03,13
2143,2024-02-04,10
3249,2024-01-20,12
3249,2024-01-24,20
3249,2024-01-25,35
3249,2024-01-26,18
3249,2024-01-27,41
3249,2024-01-28,31
3249,2024-01-29,38
3249,2024-01-30,47
